subj,prop,bucket,step,exposures,gold,gold_logprob,winning_decoy,winning_decoy_logprob,correct
They,producer,mid,60000,6,Ted Field,-7.806703567504883,Alex Proyas,-5.425166606903076,False
They,producer,mid,70000,7,Ted Field,-8.182162284851074,Alex Proyas,-5.0215744972229,False
They,producer,mid,80000,7,Ted Field,-7.131265640258789,Alex Proyas,-4.631974697113037,False
They,producer,mid,90000,8,Ted Field,-7.801218032836914,Alex Proyas,-5.208789348602295,False
They,producer,mid,100000,8,Ted Field,-7.743208885192871,Alex Proyas,-4.471765518188477,False
They,producer,mid,109672,10,Ted Field,-7.5385284423828125,Alex Proyas,-4.978426456451416,False
La Collectionneuse,screenwriter,mid,0,0,Patrick Bauchau,-11.780293464660645,Steve Purcell,-11.771178245544434,False
La Collectionneuse,screenwriter,mid,10000,1,Patrick Bauchau,-6.045475959777832,James Salter,-6.029752731323242,False
La Collectionneuse,screenwriter,mid,20000,3,Patrick Bauchau,-5.800087928771973,James Salter,-6.20005989074707,True
La Collectionneuse,screenwriter,mid,30000,3,Patrick Bauchau,-5.625750541687012,James Salter,-5.060593128204346,False
La Collectionneuse,screenwriter,mid,40000,3,Patrick Bauchau,-6.228031158447266,James Salter,-5.858713626861572,False
La Collectionneuse,screenwriter,mid,50000,5,Patrick Bauchau,-6.309635162353516,James Salter,-6.176208019256592,False
La Collectionneuse,screenwriter,mid,60000,5,Patrick Bauchau,-4.768317222595215,James Salter,-5.372028350830078,True
La Collectionneuse,screenwriter,mid,70000,8,Patrick Bauchau,-6.319919109344482,James Salter,-5.545934200286865,False
La Collectionneuse,screenwriter,mid,80000,11,Patrick Bauchau,-5.21401834487915,James Salter,-4.99634313583374,False
La Collectionneuse,screenwriter,mid,90000,12,Patrick Bauchau,-6.147611618041992,James Salter,-5.017503261566162,False
La Collectionneuse,screenwriter,mid,100000,15,Patrick Bauchau,-5.943065166473389,James Salter,-4.855148792266846,False
La Collectionneuse,screenwriter,mid,109672,15,Patrick Bauchau,-5.888731479644775,James Salter,-4.716674327850342,False
BE,producer,mid,0,0,Dave Sitek,-11.028454780578613,Bert Haanstra,-11.389053344726562,True
BE,producer,mid,10000,2,Dave Sitek,-7.298105716705322,Nuri Bilge Ceylan,-6.790607452392578,False
BE,producer,mid,20000,2,Dave Sitek,-7.9656524658203125,Nuri Bilge Ceylan,-6.19014835357666,False
BE,producer,mid,30000,3,Dave Sitek,-6.517373561859131,Nuri Bilge Ceylan,-5.312119007110596,False
BE,producer,mid,40000,5,Dave Sitek,-7.871058940887451,Nuri Bilge Ceylan,-6.106753826141357,False
BE,producer,mid,50000,6,Dave Sitek,-6.488788604736328,Nuri Bilge Ceylan,-5.268361568450928,False
BE,producer,mid,60000,8,Dave Sitek,-6.123739719390869,Nuri Bilge Ceylan,-5.076021671295166,False
BE,producer,mid,70000,10,Dave Sitek,-6.181849002838135,Nuri Bilge Ceylan,-5.074282169342041,False
BE,producer,mid,80000,11,Dave Sitek,-6.3074798583984375,Nuri Bilge Ceylan,-4.141171455383301,False
BE,producer,mid,90000,12,Dave Sitek,-6.113256931304932,Nuri Bilge Ceylan,-4.177043437957764,False
BE,producer,mid,100000,13,Dave Sitek,-6.302892208099365,Nuri Bilge Ceylan,-4.129328727722168,False
BE,producer,mid,109672,13,Dave Sitek,-6.319260120391846,Nuri Bilge Ceylan,-3.9956092834472656,False
Guru,composer,mid,0,0,Ilaiyaraaja,-11.746854782104492,Christopher Tyng,-11.690670013427734,False
Guru,composer,mid,10000,2,Ilaiyaraaja,-4.857701301574707,Richard Wagner,-6.54197359085083,True
Guru,composer,mid,20000,3,Ilaiyaraaja,-2.8462891578674316,Richard Wagner,-4.880270481109619,True
Guru,composer,mid,30000,3,Ilaiyaraaja,-2.1504642963409424,Christopher Tyng,-6.0950164794921875,True
Guru,composer,mid,40000,4,Ilaiyaraaja,-3.613649368286133,Richard Wagner,-4.827805519104004,True
Guru,composer,mid,50000,5,Ilaiyaraaja,-2.842097759246826,Richard Wagner,-5.090053081512451,True
Guru,composer,mid,60000,6,Ilaiyaraaja,-2.1531388759613037,Richard Wagner,-5.565622806549072,True
Guru,composer,mid,70000,7,Ilaiyaraaja,-2.2814266681671143,Richard Wagner,-5.713749885559082,True
Guru,composer,mid,80000,9,Ilaiyaraaja,-2.1436026096343994,Richard Wagner,-4.191400051116943,True
Guru,composer,mid,90000,9,Ilaiyaraaja,-2.226404905319214,Richard Wagner,-4.626248359680176,True
Guru,composer,mid,100000,10,Ilaiyaraaja,-2.35221266746521,Richard Wagner,-5.8653883934021,True
Guru,composer,mid,109672,13,Ilaiyaraaja,-2.476898193359375,Richard Wagner,-4.725733757019043,True
Michael Jackson's Ghosts,screenwriter,high,0,0,Michael Jackson,-11.564855575561523,Todd Berger,-11.405174255371094,False
Michael Jackson's Ghosts,screenwriter,high,10000,0,Michael Jackson,-2.2246651649475098,Betty Comden,-7.564265727996826,True
Michael Jackson's Ghosts,screenwriter,high,20000,0,Michael Jackson,-3.0419983863830566,Betty Comden,-5.694478988647461,True
Michael Jackson's Ghosts,screenwriter,high,30000,4,Michael Jackson,-1.8772939443588257,Betty Comden,-5.97942590713501,True
Michael Jackson's Ghosts,screenwriter,high,40000,7,Michael Jackson,-2.884134292602539,Betty Comden,-6.398563385009766,True
Michael Jackson's Ghosts,screenwriter,high,50000,8,Michael Jackson,-3.644474983215332,Betty Comden,-5.815950393676758,True
Michael Jackson's Ghosts,screenwriter,high,60000,9,Michael Jackson,-3.0156631469726562,Betty Comden,-5.965034484863281,True
Michael Jackson's Ghosts,screenwriter,high,70000,12,Michael Jackson,-2.9245693683624268,Betty Comden,-4.956394672393799,True
Michael Jackson's Ghosts,screenwriter,high,80000,15,Michael Jackson,-3.6601428985595703,Betty Comden,-6.097836971282959,True
Michael Jackson's Ghosts,screenwriter,high,90000,16,Michael Jackson,-3.9886093139648438,Betty Comden,-5.431355953216553,True
Michael Jackson's Ghosts,screenwriter,high,100000,18,Michael Jackson,-3.705641269683838,Betty Comden,-5.628591537475586,True
Michael Jackson's Ghosts,screenwriter,high,109672,22,Michael Jackson,-3.2346651554107666,Betty Comden,-4.588497638702393,True
Good News,screenwriter,high,0,0,Betty Comden,-11.064484596252441,Geoffrey S. Fletcher,-11.490144729614258,True
Good News,screenwriter,high,10000,2,Betty Comden,-7.627255916595459,Terry Gilliam,-5.342647552490234,False
Good News,screenwriter,high,20000,5,Betty Comden,-5.348601818084717,Terry Gilliam,-4.3757219314575195,False
Good News,screenwriter,high,30000,8,Betty Comden,-5.443140506744385,Terry Gilliam,-3.9810540676116943,False
Good News,screenwriter,high,40000,12,Betty Comden,-6.220445156097412,Terry Gilliam,-5.231805324554443,False
Good News,screenwriter,high,50000,12,Betty Comden,-5.450267314910889,Terry Gilliam,-4.497291088104248,False
Good News,screenwriter,high,60000,14,Betty Comden,-5.661189556121826,Terry Gilliam,-3.920083999633789,False
Good News,screenwriter,high,70000,17,Betty Comden,-4.904966831207275,Terry Gilliam,-4.57803201675415,False
Good News,screenwriter,high,80000,20,Betty Comden,-5.3358073234558105,Terry Gilliam,-3.91373348236084,False
Good News,screenwriter,high,90000,21,Betty Comden,-5.114976406097412,Terry Gilliam,-3.7578327655792236,False
Good News,screenwriter,high,100000,23,Betty Comden,-4.8737969398498535,Terry Gilliam,-4.125996112823486,False
Good News,screenwriter,high,109672,24,Betty Comden,-4.623725414276123,Terry Gilliam,-4.048513412475586,False
The Departed,producer,high,0,0,Brad Pitt,-11.674555778503418,Roy Battersby,-11.752107620239258,True
The Departed,producer,high,10000,13,Brad Pitt,-6.669816017150879,Roy Battersby,-4.67648458480835,False
The Departed,producer,high,20000,36,Brad Pitt,-5.932302474975586,Clive Barker,-4.345350742340088,False
The Departed,producer,high,30000,54,Brad Pitt,-6.055924415588379,Clive Barker,-4.252180576324463,False
The Departed,producer,high,40000,76,Brad Pitt,-5.947504043579102,Clive Barker,-2.576953411102295,False
The Departed,producer,high,50000,99,Brad Pitt,-5.689267635345459,Roy Battersby,-3.6943259239196777,False
The Departed,producer,high,60000,115,Brad Pitt,-5.696723937988281,Clive Barker,-3.2642910480499268,False
The Departed,producer,high,70000,137,Brad Pitt,-6.483363628387451,Clive Barker,-3.749119997024536,False
The Departed,producer,high,80000,152,Brad Pitt,-5.390128135681152,Clive Barker,-3.959477186203003,False
The Departed,producer,high,90000,171,Brad Pitt,-5.791646480560303,Roy Battersby,-3.6968486309051514,False
The Departed,producer,high,100000,185,Brad Pitt,-5.553402900695801,Clive Barker,-3.598374128341675,False
The Departed,producer,high,109672,205,Brad Pitt,-5.928208351135254,Clive Barker,-3.7662782669067383,False
Antalya,capital of,high,0,0,Antalya Province,-12.361080169677734,Tripp County,-11.474432945251465,False
Antalya,capital of,high,10000,164,Antalya Province,-2.209029197692871,Monufia Governorate,-5.668824195861816,True
Antalya,capital of,high,20000,300,Antalya Province,-1.3216146230697632,Monufia Governorate,-4.767876625061035,True
Antalya,capital of,high,30000,442,Antalya Province,-1.3707079887390137,Monufia Governorate,-4.367033958435059,True
Antalya,capital of,high,40000,583,Antalya Province,-1.2370537519454956,Monufia Governorate,-3.9960219860076904,True
Antalya,capital of,high,50000,769,Antalya Province,-1.027185320854187,Monufia Governorate,-4.919078826904297,True
Antalya,capital of,high,60000,929,Antalya Province,-1.32464599609375,Monufia Governorate,-3.502234697341919,True
Antalya,capital of,high,70000,1058,Antalya Province,-1.1351975202560425,Monufia Governorate,-2.7706332206726074,True
Antalya,capital of,high,80000,1205,Antalya Province,-1.0038392543792725,Monufia Governorate,-3.4000244140625,True
Antalya,capital of,high,90000,1369,Antalya Province,-1.1140555143356323,Monufia Governorate,-3.9937233924865723,True
Antalya,capital of,high,100000,1532,Antalya Province,-1.1485344171524048,Monufia Governorate,-4.359453201293945,True
Antalya,capital of,high,109672,1667,Antalya Province,-1.0197778940200806,Monufia Governorate,-4.249927997589111,True
MASH,screenwriter,high,0,0,Ring Lardner,-11.742487907409668,Nedumudi Venu,-11.283466339111328,False
MASH,screenwriter,high,10000,13,Ring Lardner,-6.464902400970459,Priyadarshan,-4.968625068664551,False
MASH,screenwriter,high,20000,31,Ring Lardner,-5.375186443328857,Priyadarshan,-4.581434726715088,False
MASH,screenwriter,high,30000,40,Ring Lardner,-5.091616153717041,Nedumudi Venu,-3.451697587966919,False
MASH,screenwriter,high,40000,55,Ring Lardner,-4.013742923736572,Priyadarshan,-4.4106903076171875,True
MASH,screenwriter,high,50000,67,Ring Lardner,-5.009050369262695,Priyadarshan,-3.6131134033203125,False
MASH,screenwriter,high,60000,88,Ring Lardner,-4.557900905609131,Nedumudi Venu,-3.7057464122772217,False
MASH,screenwriter,high,70000,97,Ring Lardner,-4.612682342529297,Priyadarshan,-3.6958158016204834,False
MASH,screenwriter,high,80000,112,Ring Lardner,-4.335289001464844,Nedumudi Venu,-3.735441207885742,False
MASH,screenwriter,high,90000,135,Ring Lardner,-4.105879783630371,Priyadarshan,-3.8619613647460938,False
MASH,screenwriter,high,100000,147,Ring Lardner,-3.7126760482788086,Priyadarshan,-3.9510231018066406,True
MASH,screenwriter,high,109672,165,Ring Lardner,-4.117798328399658,Priyadarshan,-3.8797478675842285,False
The Constant,screenwriter,high,0,0,Damon Lindelof,-11.35225772857666,Howard Gordon,-11.844842910766602,True
The Constant,screenwriter,high,10000,2,Damon Lindelof,-3.62296724319458,Andrew Bujalski,-6.328466415405273,True
The Constant,screenwriter,high,20000,4,Damon Lindelof,-3.9766037464141846,Andrew Bujalski,-4.838741779327393,True
The Constant,screenwriter,high,30000,9,Damon Lindelof,-2.8911843299865723,Andrew Bujalski,-5.408276557922363,True
The Constant,screenwriter,high,40000,12,Damon Lindelof,-3.4021694660186768,Andrew Bujalski,-6.375029563903809,True
The Constant,screenwriter,high,50000,12,Damon Lindelof,-3.8333144187927246,Andrew Bujalski,-4.424781799316406,True
The Constant,screenwriter,high,60000,15,Damon Lindelof,-4.577330112457275,Andrew Bujalski,-3.3938140869140625,False
The Constant,screenwriter,high,70000,18,Damon Lindelof,-3.1092817783355713,Andrew Bujalski,-4.044632911682129,True
The Constant,screenwriter,high,80000,19,Damon Lindelof,-2.5584447383880615,Andrew Bujalski,-4.265244483947754,True
The Constant,screenwriter,high,90000,20,Damon Lindelof,-2.8084487915039062,Andrew Bujalski,-4.197079658508301,True
The Constant,screenwriter,high,100000,25,Damon Lindelof,-2.988278865814209,Andrew Bujalski,-4.287626266479492,True
The Constant,screenwriter,high,109672,28,Damon Lindelof,-2.5856716632843018,Andrew Bujalski,-3.9107985496520996,True
Manthan,screenwriter,high,0,0,Verghese Kurien,-11.490998268127441,Pierre Tchernia,-11.4636869430542,False
Manthan,screenwriter,high,10000,5,Verghese Kurien,-6.482271671295166,Pierre Tchernia,-6.5612921714782715,True
Manthan,screenwriter,high,20000,6,Verghese Kurien,-6.1170454025268555,Pierre Tchernia,-6.552350044250488,True
Manthan,screenwriter,high,30000,7,Verghese Kurien,-6.284719467163086,Pierre Tchernia,-5.093226909637451,False
Manthan,screenwriter,high,40000,7,Verghese Kurien,-8.045042037963867,Pierre Tchernia,-6.7142462730407715,False
Manthan,screenwriter,high,50000,11,Verghese Kurien,-7.02630615234375,Pierre Tchernia,-6.245943069458008,False
Manthan,screenwriter,high,60000,14,Verghese Kurien,-5.5617804527282715,Pierre Tchernia,-5.398287296295166,False
Manthan,screenwriter,high,70000,15,Verghese Kurien,-5.539333820343018,Pierre Tchernia,-5.725853443145752,True
Manthan,screenwriter,high,80000,18,Verghese Kurien,-5.7768073081970215,Pierre Tchernia,-5.8777899742126465,True
Manthan,screenwriter,high,90000,20,Verghese Kurien,-5.523048400878906,Pierre Tchernia,-5.5833258628845215,True
Manthan,screenwriter,high,100000,24,Verghese Kurien,-5.0812087059021,Pierre Tchernia,-5.956084251403809,True
Manthan,screenwriter,high,109672,26,Verghese Kurien,-4.798003196716309,Pierre Tchernia,-5.509153842926025,True
The Incredible Burt Wonderstone,producer,high,0,0,Chris Bender,-11.684328079223633,Just Blaze,-11.476163864135742,False
The Incredible Burt Wonderstone,producer,high,10000,3,Chris Bender,-8.41884994506836,G-Dragon,-6.576565265655518,False
The Incredible Burt Wonderstone,producer,high,20000,5,Chris Bender,-8.31783676147461,G-Dragon,-4.5952324867248535,False
The Incredible Burt Wonderstone,producer,high,30000,8,Chris Bender,-7.00870418548584,G-Dragon,-5.4306206703186035,False
The Incredible Burt Wonderstone,producer,high,40000,10,Chris Bender,-8.125946044921875,G-Dragon,-5.504749298095703,False
The Incredible Burt Wonderstone,producer,high,50000,12,Chris Bender,-8.250350952148438,G-Dragon,-4.939672470092773,False
The Incredible Burt Wonderstone,producer,high,60000,14,Chris Bender,-8.190149307250977,G-Dragon,-5.100278377532959,False
The Incredible Burt Wonderstone,producer,high,70000,17,Chris Bender,-7.704327583312988,G-Dragon,-5.190151214599609,False
The Incredible Burt Wonderstone,producer,high,80000,20,Chris Bender,-9.065529823303223,G-Dragon,-5.49462366104126,False
The Incredible Burt Wonderstone,producer,high,90000,20,Chris Bender,-8.09273910522461,G-Dragon,-5.052794933319092,False
The Incredible Burt Wonderstone,producer,high,100000,24,Chris Bender,-6.72874116897583,G-Dragon,-5.3244853019714355,False
The Incredible Burt Wonderstone,producer,high,109672,26,Chris Bender,-8.00651741027832,G-Dragon,-5.592466354370117,False
The Dead,director,high,0,0,John Huston,-11.427525520324707,Gerd Oswald,-11.797889709472656,True
The Dead,director,high,10000,2,John Huston,-3.6253883838653564,Gerd Oswald,-6.512506008148193,True
The Dead,director,high,20000,4,John Huston,-3.867724657058716,Gerd Oswald,-6.9909892082214355,True
The Dead,director,high,30000,8,John Huston,-2.71545147895813,Gerd Oswald,-6.286683559417725,True
The Dead,director,high,40000,10,John Huston,-3.611891746520996,Gerd Oswald,-6.58837890625,True
The Dead,director,high,50000,15,John Huston,-3.451584815979004,Gerd Oswald,-6.274740219116211,True
The Dead,director,high,60000,16,John Huston,-3.2290515899658203,Gerd Oswald,-6.281371593475342,True
The Dead,director,high,70000,18,John Huston,-3.8878190517425537,Gerd Oswald,-6.480433940887451,True
The Dead,director,high,80000,24,John Huston,-3.8269615173339844,Gerd Oswald,-6.248284816741943,True
The Dead,director,high,90000,28,John Huston,-4.5161213874816895,Gerd Oswald,-5.563339710235596,True
The Dead,director,high,100000,30,John Huston,-3.910905599594116,Gerd Oswald,-5.842655658721924,True
The Dead,director,high,109672,33,John Huston,-4.061426162719727,Gerd Oswald,-5.629099369049072,True
The Holiday,director,high,0,0,Nancy Meyers,-12.090344429016113,Tony Bill,-11.419572830200195,False
The Holiday,director,high,10000,10,Nancy Meyers,-5.769789218902588,Tony Bill,-6.987295150756836,True
The Holiday,director,high,20000,15,Nancy Meyers,-4.952209949493408,Tony Bill,-8.00030517578125,True
The Holiday,director,high,30000,16,Nancy Meyers,-4.766354560852051,Tony Bill,-7.2474141120910645,True
The Holiday,director,high,40000,17,Nancy Meyers,-5.983602523803711,Tony Bill,-6.789973258972168,True
The Holiday,director,high,50000,21,Nancy Meyers,-5.174399375915527,Tony Bill,-7.431199550628662,True
The Holiday,director,high,60000,26,Nancy Meyers,-4.658743381500244,Tony Bill,-6.542212963104248,True
The Holiday,director,high,70000,30,Nancy Meyers,-5.259378910064697,Tony Bill,-6.47788143157959,True
The Holiday,director,high,80000,35,Nancy Meyers,-5.058178424835205,Tony Bill,-6.692381858825684,True
The Holiday,director,high,90000,43,Nancy Meyers,-5.096827983856201,Tony Bill,-6.2882490158081055,True
The Holiday,director,high,100000,47,Nancy Meyers,-4.940500736236572,Tony Bill,-6.218489170074463,True
The Holiday,director,high,109672,53,Nancy Meyers,-4.902580738067627,Tony Bill,-6.315024375915527,True
Another Year,screenwriter,high,0,0,Mike Leigh,-11.624850273132324,Anurag Kashyap,-11.534924507141113,False
Another Year,screenwriter,high,10000,1,Mike Leigh,-7.411140441894531,Anurag Kashyap,-3.1921989917755127,False
Another Year,screenwriter,high,20000,5,Mike Leigh,-7.091770172119141,Anurag Kashyap,-3.443618059158325,False
Another Year,screenwriter,high,30000,7,Mike Leigh,-5.390815734863281,Anurag Kashyap,-3.0077006816864014,False
Another Year,screenwriter,high,40000,7,Mike Leigh,-7.022119522094727,Anurag Kashyap,-3.108288526535034,False
Another Year,screenwriter,high,50000,11,Mike Leigh,-6.318109512329102,Anurag Kashyap,-2.6311092376708984,False
Another Year,screenwriter,high,60000,12,Mike Leigh,-6.015377521514893,Anurag Kashyap,-2.237989664077759,False
Another Year,screenwriter,high,70000,14,Mike Leigh,-5.587673187255859,Anurag Kashyap,-2.4514808654785156,False
Another Year,screenwriter,high,80000,16,Mike Leigh,-6.0227885246276855,Anurag Kashyap,-2.141380548477173,False
Another Year,screenwriter,high,90000,20,Mike Leigh,-5.940783500671387,Anurag Kashyap,-2.021622657775879,False
Another Year,screenwriter,high,100000,24,Mike Leigh,-5.997532844543457,Anurag Kashyap,-2.1368961334228516,False
Another Year,screenwriter,high,109672,31,Mike Leigh,-5.842883586883545,Anurag Kashyap,-2.1540420055389404,False
Best in Show,director,high,0,0,Christopher Guest,-11.672208786010742,Kimberly Peirce,-11.916831016540527,True
Best in Show,director,high,10000,10,Christopher Guest,-6.77134895324707,Kimberly Peirce,-5.751352310180664,False
Best in Show,director,high,20000,14,Christopher Guest,-5.863851070404053,Kimberly Peirce,-5.279153823852539,False
Best in Show,director,high,30000,17,Christopher Guest,-5.340214729309082,Kimberly Peirce,-6.031599044799805,True
Best in Show,director,high,40000,23,Christopher Guest,-5.064621448516846,Kimberly Peirce,-5.033256530761719,False
Best in Show,director,high,50000,25,Christopher Guest,-4.7529425621032715,Kimberly Peirce,-4.4240803718566895,False
Best in Show,director,high,60000,34,Christopher Guest,-5.985705375671387,Kimberly Peirce,-5.105447292327881,False
Best in Show,director,high,70000,39,Christopher Guest,-5.858854293823242,Kimberly Peirce,-5.196727752685547,False
Best in Show,director,high,80000,47,Christopher Guest,-5.934421539306641,Kimberly Peirce,-5.132152080535889,False
Best in Show,director,high,90000,52,Christopher Guest,-5.62209415435791,Kimberly Peirce,-4.749778747558594,False
Best in Show,director,high,100000,53,Christopher Guest,-5.5171217918396,Kimberly Peirce,-4.602233409881592,False
Best in Show,director,high,109672,61,Christopher Guest,-6.323936462402344,Kimberly Peirce,-3.969085931777954,False
On the Town,producer,high,0,0,Roger Edens,-11.744330406188965,Amitabh Bachchan,-11.385416984558105,False
On the Town,producer,high,10000,4,Roger Edens,-6.456707000732422,Amitabh Bachchan,-3.885230302810669,False
On the Town,producer,high,20000,10,Roger Edens,-6.211755275726318,Amitabh Bachchan,-3.0550625324249268,False
On the Town,producer,high,30000,17,Roger Edens,-6.622211456298828,Amitabh Bachchan,-3.626408815383911,False
On the Town,producer,high,40000,21,Roger Edens,-6.349327087402344,Amitabh Bachchan,-3.6904525756835938,False
On the Town,producer,high,50000,31,Roger Edens,-6.126033306121826,Amitabh Bachchan,-3.366792917251587,False
On the Town,producer,high,60000,37,Roger Edens,-5.577861309051514,Amitabh Bachchan,-3.786708354949951,False
On the Town,producer,high,70000,42,Roger Edens,-5.989428997039795,Amitabh Bachchan,-3.524517297744751,False
On the Town,producer,high,80000,49,Roger Edens,-5.688096523284912,Amitabh Bachchan,-3.4666554927825928,False
On the Town,producer,high,90000,59,Roger Edens,-4.965850353240967,Marcel Pagnol,-3.2706139087677,False
On the Town,producer,high,100000,69,Roger Edens,-5.648138046264648,Amitabh Bachchan,-3.3482253551483154,False
On the Town,producer,high,109672,78,Roger Edens,-5.192585468292236,Amitabh Bachchan,-3.4725115299224854,False
Great Expectations,screenwriter,high,0,0,Kay Walsh,-11.632299423217773,Dariush Mehrjui,-11.480667114257812,False
Great Expectations,screenwriter,high,10000,3,Kay Walsh,-9.036214828491211,Samuthirakani,-5.1048407554626465,False
Great Expectations,screenwriter,high,20000,11,Kay Walsh,-8.359514236450195,Dariush Mehrjui,-5.2674407958984375,False
Great Expectations,screenwriter,high,30000,15,Kay Walsh,-7.918403148651123,Samuthirakani,-4.85833215713501,False
Great Expectations,screenwriter,high,40000,23,Kay Walsh,-8.692716598510742,Samuthirakani,-5.127287864685059,False
Great Expectations,screenwriter,high,50000,33,Kay Walsh,-7.91623067855835,Dariush Mehrjui,-3.9989025592803955,False
Great Expectations,screenwriter,high,60000,41,Kay Walsh,-7.160697937011719,Samuthirakani,-3.461589813232422,False
Great Expectations,screenwriter,high,70000,46,Kay Walsh,-7.655782222747803,Dariush Mehrjui,-3.7267019748687744,False
Great Expectations,screenwriter,high,80000,54,Kay Walsh,-7.08732795715332,Samuthirakani,-3.673543930053711,False
Great Expectations,screenwriter,high,90000,57,Kay Walsh,-7.967137336730957,Dariush Mehrjui,-3.488640546798706,False
Great Expectations,screenwriter,high,100000,67,Kay Walsh,-7.201139450073242,Dariush Mehrjui,-2.8931119441986084,False
Great Expectations,screenwriter,high,109672,74,Kay Walsh,-7.389037132263184,Dariush Mehrjui,-3.1063506603240967,False
The Boxtrolls,director,high,0,0,Anthony Stacchi,-12.03178596496582,Todd Graff,-11.553272247314453,False
The Boxtrolls,director,high,10000,3,Anthony Stacchi,-5.593566417694092,Todd Graff,-6.167745590209961,True
The Boxtrolls,director,high,20000,3,Anthony Stacchi,-5.317591190338135,Todd Graff,-5.854433059692383,True
The Boxtrolls,director,high,30000,5,Anthony Stacchi,-4.887327671051025,Todd Graff,-5.977977752685547,True
The Boxtrolls,director,high,40000,9,Anthony Stacchi,-5.100037097930908,Todd Graff,-5.882272720336914,True
The Boxtrolls,director,high,50000,12,Anthony Stacchi,-5.614694595336914,Todd Graff,-5.5214996337890625,False
The Boxtrolls,director,high,60000,15,Anthony Stacchi,-4.965878963470459,Todd Graff,-6.355870723724365,True
The Boxtrolls,director,high,70000,22,Anthony Stacchi,-5.255969524383545,Todd Graff,-5.217522621154785,False
The Boxtrolls,director,high,80000,27,Anthony Stacchi,-5.226591110229492,Todd Graff,-5.840358734130859,True
The Boxtrolls,director,high,90000,33,Anthony Stacchi,-4.266742706298828,Todd Graff,-5.322665691375732,True
The Boxtrolls,director,high,100000,34,Anthony Stacchi,-4.839959621429443,Todd Graff,-5.236685276031494,True
The Boxtrolls,director,high,109672,40,Anthony Stacchi,-4.8005242347717285,Todd Graff,-5.056034564971924,True
A Little Night Music,composer,high,0,0,Stephen Sondheim,-11.62670612335205,Jace Everett,-11.921120643615723,True
A Little Night Music,composer,high,10000,25,Stephen Sondheim,-2.8533668518066406,Richard Wagner,-5.183453559875488,True
A Little Night Music,composer,high,20000,54,Stephen Sondheim,-3.030085563659668,Richard Wagner,-4.40639066696167,True
A Little Night Music,composer,high,30000,83,Stephen Sondheim,-3.0395002365112305,Richard Wagner,-4.602937698364258,True
A Little Night Music,composer,high,40000,114,Stephen Sondheim,-2.522554874420166,Richard Wagner,-4.30122709274292,True
A Little Night Music,composer,high,50000,146,Stephen Sondheim,-2.7748863697052,Richard Wagner,-4.452463150024414,True
A Little Night Music,composer,high,60000,170,Stephen Sondheim,-2.7219467163085938,Richard Wagner,-4.940618515014648,True
A Little Night Music,composer,high,70000,187,Stephen Sondheim,-2.6187832355499268,Richard Wagner,-4.1942877769470215,True
A Little Night Music,composer,high,80000,209,Stephen Sondheim,-2.8344080448150635,Richard Wagner,-4.046157360076904,True
A Little Night Music,composer,high,90000,246,Stephen Sondheim,-2.9357166290283203,Richard Wagner,-4.0191650390625,True
A Little Night Music,composer,high,100000,269,Stephen Sondheim,-2.6131041049957275,Richard Wagner,-4.638921737670898,True
A Little Night Music,composer,high,109672,300,Stephen Sondheim,-2.7374846935272217,Richard Wagner,-3.9848599433898926,True
Ronneby,capital of,high,0,0,Ronneby Municipality,-11.963484764099121,Sarah Baartman District Municipality,-11.725653648376465,False
Ronneby,capital of,high,10000,10,Ronneby Municipality,-2.611377000808716,Orange County,-3.6852340698242188,True
Ronneby,capital of,high,20000,15,Ronneby Municipality,-2.628574848175049,Sarah Baartman District Municipality,-4.944663047790527,True
Ronneby,capital of,high,30000,23,Ronneby Municipality,-2.5814146995544434,Sarah Baartman District Municipality,-3.947171449661255,True
Ronneby,capital of,high,40000,29,Ronneby Municipality,-2.478135824203491,Sarah Baartman District Municipality,-5.253225803375244,True
Ronneby,capital of,high,50000,37,Ronneby Municipality,-2.519648313522339,Sarah Baartman District Municipality,-4.096100807189941,True
Ronneby,capital of,high,60000,49,Ronneby Municipality,-2.6159064769744873,Sarah Baartman District Municipality,-3.3281118869781494,True
Ronneby,capital of,high,70000,56,Ronneby Municipality,-2.5851054191589355,Sarah Baartman District Municipality,-3.3614540100097656,True
Ronneby,capital of,high,80000,63,Ronneby Municipality,-1.7254798412322998,Sarah Baartman District Municipality,-3.2315542697906494,True
Ronneby,capital of,high,90000,74,Ronneby Municipality,-1.9505727291107178,Sarah Baartman District Municipality,-3.434344530105591,True
Ronneby,capital of,high,100000,84,Ronneby Municipality,-2.230384588241577,Sarah Baartman District Municipality,-3.123990535736084,True
Ronneby,capital of,high,109672,91,Ronneby Municipality,-2.4367802143096924,Sarah Baartman District Municipality,-3.5474517345428467,True
Witness,composer,high,0,0,Maurice Jarre,-11.369728088378906,Pankaj Mullick,-11.78977108001709,True
Witness,composer,high,10000,8,Maurice Jarre,-5.23445463180542,Alan Menken,-5.453218460083008,True
Witness,composer,high,20000,12,Maurice Jarre,-4.3132243156433105,Alan Menken,-4.649475574493408,True
Witness,composer,high,30000,19,Maurice Jarre,-4.349655628204346,Alan Menken,-4.860280513763428,True
Witness,composer,high,40000,25,Maurice Jarre,-4.896510601043701,Alan Menken,-4.854506492614746,False
Witness,composer,high,50000,34,Maurice Jarre,-5.241596221923828,Pankaj Mullick,-4.451012134552002,False
